2012,11102,Instituto de Estudios Autonómicos
2012,11103,Oficina de Control Presupuestario
2012,11301,DG Transparencia y Buen Gobierno
2012,12301,DG Deportes
2012,12302,Polideportivo Príncipes de España
2012,12303,Escuela de Vela Cala Nova
2012,12401,DG Puertos y Aeropuertos
2012,13201,"Secretaría Autonómica de Educación, Cultura y Universidades"
2012,13202,Sa Llonja
2012,13203,Biblioteca Pública de Palma
2012,13204,Biblioteca Pública de Mahón
2012,13208,Archivo del Reino de Mallorca
2012,13209,Museo de Mallorca
2012,13210,Museo de Menorca
2012,13211,Museo Monográfico Es Puig des Molins
2012,13212,Museo Arqueológico de Ibiza
2012,13213,Museo Etnológico de Muro
2012,13401,"DG Ordenación, Innovación y Formación Profesional"
2012,14701,DG Comercio y Empresa
2012,14801,DG Industria y Energía
2012,14901,DG Innovación y Desarrollo Tecnológico
2012,15401,DG Ordenación del Territorio
2012,15701,DG Transportes
2012,16,Administraciones Públicas
2012,16101,Secretaría General
2012,162,DG Función Pública
2012,16201,"DG Función Pública, Administraciones Públicas y Calidad de los Servicios"
2012,16301,"DG Interior, Emergencias y Justicia"
2012,16401,"DG Patrimonio, Contratos y Obras Públicas"
2012,18102,Oficina del Defensor de los Usuarios del Sistema Sanitario
2012,18206,Laboratorio de Salud Pública
2012,18302,"Centro base discapacitados, Mallorca"
2012,18303,"Centro base discapacitados, Menorca"
2012,18304,"Centro base discapacitados, Ibiza-Formentera"
2012,19501,DG Innovación y Desarrollo Tecnológico
2012,26213,Museo Etnológico de Muro
2012,37101,"Fomento e Impulso del Turismo Sostenible (FITS), Innovación e Investigación"
2012,37102,"Fomento e Impulso del Turismo Sostenible (FITS), Hacienda y Administraciones Públicas"
2012,37103,"Fomento e Impulso del Turismo Sostenible (FITS), Medio Ambiente"
2012,37104,"Fomento e Impulso del Turismo Sostenible (FITS), Salud"
2012,37105,"Fomento e Impulso del Turismo Sostenible (FITS), Trabajo"
2012,37106,"Fomento e Impulso del Turismo Sostenible (FITS), Territorio"
2012,37107,"Fomento e Impulso del Turismo Sostenible (FITS), Cultura"
