2014,I,22010,Impuesto sobre estancias en empresas turísticas de alojamiento
2014,I,22010,Impuesto sobre estancias en empresas turísticas de alojamiento
2014,I,28400,Impuesto sobre daños medioambientales causados por vehículos de alquiler
2014,I,28500,Impuesto sobre daños medioambientales causados por grandes superficies …
2014,I,28600,Impuesto sobre envases de bebidas
2014,I,30200,Tasas por dirección e inspección de obras
2014,I,30319,Matrícula/inscripción a las pruebas para la obtención del título de técnico superior de formación profesional
2014,I,30909,Servicios facultativos en materia de medio ambiente
2014,I,30909,Servicios facultativos en materia de medio ambiente
2014,I,30918,Delimitación de los canales del dominio público hidráulico
2014,I,30920,Autorización de instalación de desaladoras de agua
2014,I,30923,Servicios de inspección de las condiciones concessionales
2014,I,30924,"Serveis facultatius per redacció, taxació d'obres i projectes"
2014,I,30963,Licencias de vedados de caza
2014,I,30984,Reconocimiento de títulos a ciudadanos de la UE
2014,I,30989,Revisión del grado de discapacidad
2014,I,30990,Revisión del grado de dependencia
2014,I,31900,"Asistencia sanitaria, pagos al contado"
2014,I,31905,"Asistencia sanitaria, empresas colaboradoras de la Seguridad Social"
2014,I,31909,"Asistencia sanitaria, corporaciones locales"
2014,I,31916,"Asistencia sanitaria, INSS"
2014,I,32710,"Asistencia sanitaria, entidades vinculadas a la Comunitat Autónoma IB"
2014,I,32910,Derechos de matrícula en cursos y seminarios
2014,I,33400,Venta de productos agropecuarios
2014,I,40008,Anticipos a cuenta por aplazamiento devolución de liquidaciones negativas
2014,I,40060,"Fondo de cohesión sanidad, asistencia a desplazados"
2014,I,40300,De fundaciones estatales
2014,I,44100,De empresas públicas no societarias y de otros entes públicos de la Comunitat Autónoma IB
2014,I,45100,De otras comunidades autónomas
2014,I,46000,De ayuntamientos
2014,I,46900,De otros entes territoriales
2014,I,48000,De familias e instituciones sin fines de lucro
2014,I,49900,Otras transferencias del exterior
2014,I,51600,A corporaciones locales y a otros entes territoriales
2014,I,51800,A familias e instituciones sin fines de lucro
2014,I,52000,Intereses de consignaciones judiciales
2014,I,54001,Alquileres de locales
2014,I,54900,Otras rentas de bienes inmuebles
2014,I,70101,Del Servicio Público de Empleo INEM
2014,I,70400,"De sociedades mercantiles estatales, entidades empresariales y otros entes públicos"
2014,I,76130,Del Consejo Insular de Ibiza
2014,I,77000,De empresas privadas
2014,I,78000,De familias e instituciones sin fines de lucro
2014,I,79203,Del Fondo Europeo Agrícola de Desarrollo Rural
2014,I,79501,Del Fondo Europeo de Pesca FEP
2014,I,82106,A corporaciones locales
2014,I,2018/AGIB00/1,Impuestos directos
2014,I,2018/AGIB00/2,Impuestos indirectos
2014,I,2018/AGIB00/3,"Tasas, precios públicos y otros ingresos"
2014,I,2018/AGIB00/4,Transferencias corrientes
2014,I,2018/AGIB00/5,Ingresos patrimoniales
2014,I,2018/AGIB00/6,Enajenación de inversiones reales
2014,I,2018/AGIB00/7,Transferencias de capital
2014,I,2018/AGIB00/8,Activos financieros
2014,I,2018/AGIB00/9,Pasivos financieros
2014,I,2018/ATIB00/3,"Tasas, precios públicos y otros ingresos"
2014,I,2018/ATIB00/4,Transferencias corrientes
2014,I,2018/ATIB00/5,Ingresos patrimoniales
2014,I,2018/ATIB00/7,Transferencias de capital
2014,I,2018/SSIB00/3,"Tasas, precios públicos y otros ingresos"
2014,I,2018/SSIB00/4,Transferencias corrientes
2014,I,2018/SSIB00/5,Ingresos patrimoniales
2014,I,2018/SSIB00/7,Transferencias de capital
2014,I,2018/AGIB00/10,Sobre la renta
2014,I,2018/AGIB00/11,Sobre el capital
2014,I,2018/AGIB00/20,Sobre transmisiones patrimoniales y actos jurídicos documentados
2014,I,2018/AGIB00/21,Sobre el valor añadido
2014,I,2018/AGIB00/22,Sobre consumos específicos
2014,I,2018/AGIB00/28,Otros impuestos indirectos
2014,I,2018/AGIB00/30,Tasas
2014,I,2018/AGIB00/32,Otros ingresos procedentes de la prestación de servicios
2014,I,2018/AGIB00/33,Venta de bienes
2014,I,2018/AGIB00/39,Otros ingresos
2014,I,2018/AGIB00/40,Del Estado
2014,I,2018/AGIB00/49,Del exterior
2014,I,2018/AGIB00/51,Intereses de anticipos y préstamos concedidos
2014,I,2018/AGIB00/52,Intereses de depósitos
2014,I,2018/AGIB00/54,Rentas de bienes inmuebles
