2014,0,Deuda pública
2014,1,Servicios de carácter general
2014,2,"Defensa, protección civil y seguridad ciudadana"
2014,3,"Seguridad, protección y promoción social"
2014,4,Producción de bienes públicos de carácter social
2014,5,Producción de bienes públicos de carácter económico
2014,6,Regulación económica de carácter general
2014,7,Regulación económica de sectores productivos
2014,9,Transferencias a otras administraciones públicas
2014,6,Regulación económica de carácter general
2014,4,Producción de bienes públicos de carácter social
2014,01,Deute públic
2014,11,Alta direcció de la Comunitat Autònoma i del Govern
2014,12,Administració general
2014,13,Relacions exteriors
2014,14,Justícia
2014,22,Seguretat i protecció civil
2014,31,Seguretat i protecció social
2014,32,Promoció social
2014,41,Sanitat
2014,42,Educació
2014,43,Habitatge i urbanisme
2014,44,Benestar comunitari
2014,45,Cultura
2014,46,Altres serveis comunitaris i socials
2014,51,Infraestructures bàsiques i transports
2014,52,Comunicacions
2014,53,Infraestructures agràries
2014,54,"Investigació científica, tècnica i aplicada"
2014,55,Informació bàsica i estadística
2014,61,Regulació econòmica
2014,63,Regulació financera
2014,71,"Agricultura, ramaderia i pesca"
2014,72,Indústria
2014,73,Energia
2014,75,Turisme
2014,76,Comerç
2014,91,Transferències a administracions públiques territorials
2014,61,Regulació econòmica
2014,41,Sanitat
2014,011,Deuda pública
2014,111,Alta dirección de la Comunidad Autónoma
2014,112,Alta dirección del Gobierno
2014,121,Servicios generales y función pública
2014,124,Gastos relativos a administraciones territoriales
2014,126,Otros servicios generales
2014,131,Administración general de relaciones exteriores
2014,134,Cooperación internacional
2014,141,Administración general de justicia
2014,222,Seguridad y orden público
2014,223,Protección civil
2014,313,Acción social
2014,314,Pensiones y otras prestaciones económicas
2014,315,Relaciones laborales
2014,322,Promoción del empleo
2014,323,Promoción sociocultural
2014,411,Administración general de sanidad
2014,413,Acciones públicas relativas a la salud
2014,421,Administración general de educación
2014,422,Enseñanza
2014,423,Promoción educativa
2014,431,Vivienda
2014,441,Saneamiento y abastecimiento de aguas
2014,443,Otros servicios de bienestar comunitario
2014,455,Promoción cultural
2014,457,Deportes y educación física
2014,463,Comunicación social y participación ciudadana
2014,511,Administración general de infraestructuras básicas y transportes
2014,512,Recursos hidráulicos
2014,513,Transporte terrestre
2014,514,Puertos y transporte marítimo
2014,521,Comunicaciones
2014,531,Reforma agraria
2014,533,Mejora del medio natural
2014,541,Investigación y documentación científica
2014,542,Investigación técnica y aplicada
2014,551,"Cartografía, meteorología y estadística"
2014,611,Administración general de economía y hacienda
2014,612,"Política económica, presupuestaria y fiscal"
2014,634,Contingencias de ejecución
2014,711,"Administración general de agricultura, ganadería y pesca"
2014,714,Ordenación de la producción y regulación de los mercados agrarios
2014,718,Protección de los recursos pesqueros i reforma de las estructuras
2014,721,Administración general de industria
2014,722,Acciones administrativas sobre las industrias
2014,723,Reconversión y modernización de empresas
2014,731,Planificación y producción energética
2014,751,Ordenación y promoción turística
2014,763,Comercio interior
2014,912,Transferencias a corporaciones locales
2014,613,Gestión del sistema tributario
2014,411,Administración general de sanidad
2014,412,"Hospitales, servicios asistenciales y centros de salud"
2014,011A,Amortización y gastos financieros de deuda pública
2014,111A,Actividad legislativa
2014,111B,Control externo de las administraciones
2014,111C,Asesoramiento consultivo institucional
2014,111E,Control del patrimonio de los altros cargos
2014,111F,Control de los medios de comunicación audiovisuales
2014,112B,Relaciones con el Parlamento
2014,112C,Relaciones y cooperación con otras administraciones públicas y entes públicos y privados
2014,112E,Coordinación de programas del Gobierno
2014,112F,Calidad en el Gobierno de las IB
2014,112G,Reorganización y racionalización del sector público instrumental de la CAIB
2014,121A,Servicios generales de la Presidencia del Gobierno
2014,121B,Dirección y servicios generales de Presidencia
2014,121C,Dirección y servicios generales de Administraciones Públicas
2014,121E,"Registro, supervisión y relaciones con asociaciones y entidades jurídicas"
2014,121G,Escuela de las administraciones públicas
2014,121H,Gestión de recursos humanos
2014,121J,Gestión en materia de juego
2014,121K,Otras actuaciones de administración general y función pública
2014,124A,Cooperación y relaciones con los entes territoriales y relaciones interadministrativas
2014,126A,Mantenimiento y conservación del Palacio de Marivent
2014,126B,Publicaciones y BOIB
2014,126C,Comunicación e información institucional
2014,126E,Servicios de la abogació y coordinación de los servicios jurídicos de la CAIB
2014,126F,Servicios comunes generales
2014,126H,"Asesoramiento, estudio, investigación y difusión normativa"
2014,126I,Gestión del parque móvil
2014,126J,Gestión de la central de contratación
2014,126K,Gestión de la Junta Consultiva de Contratación
2014,126L,Servicios comunes tecnológicos
2014,131A,Coordinación de la acción exterior del Gobierno
2014,131B,Fomento y relaciones con comunidades baleares ubicadas en el exterior
2014,134A,Planificación y evaluación de la cooperación al desarrollo
2014,141A,Colaboraciones institucionales en lateria de justicia
2014,222A,Seguridad en los edificios administrativos de la CAIB
2014,222B,Actividades clasificadas y espectáculos
2014,222C,Actuación de policias
2014,223A,Emergencias
2014,313A,Centros asistenciales
2014,313C,Medidas judiciales y prevención del delito
2014,313D,Protección y acción social
2014,313F,Protección y defensa de los derechos de los menores
2014,313G,Família y unidades de convivencia
2014,313I,Planificación y ordenación social
2014,313J,Integración social de inmigrantes
2014,313K,Dirección y servicios generales de Família y Servicios Sociales
2014,314A,Pensiones y prestaciones econòmicas
2014,315B,Salud y prevención de riesgos laborales
2014,315C,Fomento de la responsabilidad social corporativa
2014,315D,Salud i prevención de riesgos laborales en la administración
2014,322A,Empleo y inserción laboral específicos
2014,322B,Gestión de las relaciones laborales
2014,322D,Fomento y gestión del empleo en las IB
2014,323A,Protección y fomento de la integración y fomento de la participación social de la juventud
2014,323C,"Promoción, protección y servicios para la mujer"
2014,323D,Fomento del a participación de centros y casas regionales en las IB
2014,411A,"Dirección y servicios generales de Salud, Família y Bienestar Social"
2014,411D,Planificación de la asistencia sanitaria
2014,413A,Ordenación y inspección de los servicios sanitarios
2014,413B,Programas de salud pública
2014,413C,Sanidad ambiental y alimentaria
2014,413D,Coordinación de los centros insulares
2014,413E,Plan autonómico de drogas
2014,413F,"Planificación, control y gestión del medicamento y de los servicios farmacéuticos"
2014,421A,"Dirección y servicios generales de Educación, Cultura y Universidades"
2014,421B,Ordenación general del sistema educativo
2014,421C,Planificación educativa y régimen de centros escolares
2014,421D,Innovación y formación del profesorado
2014,421F,Política y actuaciones en materia universitaria
2014,421G,Ordenación de la formación profesional
2014,421H,Inspección educativa
2014,421I,Administración y servicios de ayuda al a enseñanza
2014,422A,Educación pública
2014,422B,Educación concertada y otras enseñanzas
2014,422G,Tecnologias de la información y de la comunicación
2014,423A,Becas y ayudas
2014,423B,Otros servicios a la enseñanza
2014,431B,"Arquitectura, vivienda y protección del patrimonio"
2014,441A,Abastecimiento de aguas
2014,441B,Saneamiento y depuración de aguas
2014,443B,"Calidad ambiental, control de la contaminación y asesoria mediambiental"
2014,443C,Gestión de residuos
