2017,I,1,Imposts directes
2017,I,2,Imposts indirectes
2017,I,3,"Taxes, preus públics i altres ingressos"
2017,I,4,Transferències corrents
2017,I,5,Ingressos patrimonials
2017,I,6,Alienació d'inversions reals
2017,I,7,Transferències de capital
2017,I,8,Actius financers
2017,I,9,Passius financers
2017,I,3,"Taxes, preus públics i altres ingressos"
2017,I,4,Transferències corrents
2017,I,5,Ingressos patrimonials
2017,I,7,Transferències de capital
2017,I,3,"Taxes, preus públics i altres ingressos"
2017,I,4,Transferències corrents
2017,I,5,Ingressos patrimonials
2017,I,7,Transferències de capital
2017,I,10,Sobre la renda
2017,I,11,Sobre el capital
2017,I,20,Sobre transmissions patrimonials i actes jurídics documentats
2017,I,21,Sobre el valor afegit
2017,I,22,Sobre consums específics
2017,I,28,Altres imposts indirectes
2017,I,30,Taxes
2017,I,32,Altres ingressos procedents de la prestació de serveis
2017,I,33,Venda de béns
2017,I,38,Reintegraments d'operacions corrents
2017,I,39,Altres ingressos
2017,I,40,De l'Estat
2017,I,49,De l'exterior
2017,I,51,Interessos de bestretes i préstecs concedits
2017,I,52,Interessos de dipòsits
2017,I,54,Rendes de béns immobles
2017,I,55,Productes de concessions i aprofitaments especials
2017,I,59,Altres ingressos patrimonials
2017,I,61,Alienació d'altres inversions
2017,I,68,Reintegraments per operacions de capital
2017,I,70,De l'Estat
2017,I,74,D'empreses públiques i d'altres ens públics de la Comunitat Autònoma IB
2017,I,79,De l'exterior
2017,I,82,Reintegraments de préstecs concedits al sector públic
2017,I,87,Romanents de tresoreria
2017,I,91,Préstecs rebuts en euros
2017,I,33,Venda de béns
2017,I,38,Reintegraments d'operacions corrents
2017,I,45,De comunitats autònomes
2017,I,52,Interessos de dipòsits
2017,I,75,De comunitats autònomes
2017,I,30,Taxes
2017,I,31,Preus públics
2017,I,32,Altres ingressos procedents de la prestació de serveis
2017,I,33,Venda de béns
2017,I,38,Reintegraments d'operacions corrents
2017,I,39,Altres ingressos
2017,I,45,De comunitats autònomes
2017,I,47,D'empreses privades
2017,I,52,Interessos de dipòsits
2017,I,55,Productes de concessions i aprofitaments especials
2017,I,75,De comunitats autònomes
2017,I,100,Impost sobre la renda de les persones físiques
2017,I,110,Impost general sobre successions i donacions
2017,I,111,Impost sobre el patrimoni de les persones físiques
2017,I,112,Impòst sobre dipòsits en entitats bancàries
2017,I,200,"Impost sobre transmissions ""inter vius"""
2017,I,201,Impost sobre actes jurídics documentats
2017,I,210,Impost sobre el valor afegit
2017,I,220,Imposts especials
2017,I,283,Cànon de sanejament d'aigües
2017,I,300,Taxes de joc
2017,I,301,Taxes i cànons de l'ordenació de les telecomunicacions
2017,I,303,"Taxes acadèmiques, drets de matrícula, expedició de títols i altres similars"
2017,I,309,Altres taxes
2017,I,329,Altres ingressos procedents de la prestació de serveis
2017,I,330,Venda de publicacions pròpies
2017,I,332,Venda de fotocòpies i d'altres productes de reprografia
2017,I,333,Venda de medicaments
2017,I,339,Venda d'altres béns
2017,I,380,Reintegraments d'exercicis tancats
2017,I,381,Reintegraments del pressupost corrent
2017,I,391,Recàrrecs i multes
2017,I,399,Ingressos diversos
2017,I,400,De l'Administració General
2017,I,401,D'organismes autònoms
2017,I,402,De la Seguretat Social
2017,I,490,Del Fons Social Europeu
2017,I,492,Altres transferències de la UE
2017,I,514,A empreses públiques i a altres ens públics
2017,I,520,Interessos de comptes bancaris
2017,I,540,Lloguers i productes d'immobles
2017,I,549,Altres rendes de béns immobles
2017,I,550,Productes de concessions administratives
2017,I,559,Altres concessions i aprofitaments
2017,I,599,Altres ingressos patrimonials
2017,I,619,Alienació d'altres inversions reals
2017,I,680,Reintegraments d'exercicis tancats
2017,I,700,De l'Administració General
2017,I,701,D'organismes autònoms
2017,I,743,De consorcis en que participa la Comunitat Autònoma IB
2017,I,790,Del Fons Europeu de Desenvolupament Regional
2017,I,821,A llarg termini
2017,I,870,Romanent de tresoreria
