2014,I,1,Imposts directes
2014,I,2,Imposts indirectes
2014,I,3,"Taxes, preus públics i altres ingressos"
2014,I,4,Transferències corrents
2014,I,5,Ingressos patrimonials
2014,I,6,Alienació d'inversions reals
2014,I,7,Transferències de capital
2014,I,8,Actius financers
2014,I,9,Passius financers
2014,I,3,"Taxes, preus públics i altres ingressos"
2014,I,4,Transferències corrents
2014,I,5,Ingressos patrimonials
2014,I,7,Transferències de capital
2014,I,3,"Taxes, preus públics i altres ingressos"
2014,I,4,Transferències corrents
2014,I,5,Ingressos patrimonials
2014,I,7,Transferències de capital
2014,I,10,Sobre la renda
2014,I,11,Sobre el capital
2014,I,20,Sobre transmissions patrimonials i actes jurídics documentats
2014,I,21,Sobre el valor afegit
2014,I,22,Sobre consums específics
2014,I,28,Altres imposts indirectes
2014,I,30,Taxes
2014,I,32,Altres ingressos procedents de la prestació de serveis
2014,I,33,Venda de béns
2014,I,38,Reintegraments d'operacions corrents
2014,I,39,Altres ingressos
2014,I,40,De l'Estat
2014,I,44,Del sector públic instrumental del a Comunitat Autònoma IB
2014,I,45,De comunitats autònomes
2014,I,46,De corporacions locals
2014,I,49,De l'exterior
2014,I,52,Interessos de dipòsits
2014,I,54,Rendes de béns immobles
2014,I,55,Productes de concessions i aprofitaments especials
2014,I,59,Altres ingressos patrimonials
2014,I,61,Alienació d'altres inversions
2014,I,68,Reintegraments per operacions de capital
2014,I,70,De l'Estat
2014,I,79,De l'exterior
2014,I,87,Romanents de tresoreria
2014,I,91,Préstecs rebuts en euros
2014,I,33,Venda de béns
2014,I,38,Reintegraments d'operacions corrents
2014,I,45,De comunitats autònomes
2014,I,52,Interessos de dipòsits
2014,I,75,De comunitats autònomes
2014,I,30,Taxes
2014,I,31,Preus públics
2014,I,32,Altres ingressos procedents de la prestació de serveis
2014,I,33,Venda de béns
2014,I,38,Reintegraments d'operacions corrents
2014,I,39,Altres ingressos
2014,I,40,De l'Estat
2014,I,44,Del sector públic instrumental del a Comunitat Autònoma IB
2014,I,45,De comunitats autònomes
2014,I,47,D'empreses privades
2014,I,52,Interessos de dipòsits
