2013,0,Deute públic
2013,1,Funcionament institucional i administració general
2013,2,Serveis públics generals
2013,3,Protecció i promoció social
2013,4,Producció de béns públics de caràcter social
2013,5,Producció de béns públics de caràcter econòmic
2013,7,Foment i regulació de sectors productius
2013,8,Fons de contingència
2013,9,Suport financer a altres administracions públiques
2013,01,Deute públic
2013,11,Alta direcció de la Comunitat Autònoma i Govern
2013,12,Administració i serveis generals
2013,13,Relacions institucionals i processos electorals
2013,14,Regulació econòmica
2013,15,"Transparència, comunicació i participació"
2013,21,Justícia
2013,22,Seguretat i protecció civil
2013,23,Relacions exteriors i cooperació al desenvolupament
2013,31,Protecció social
2013,32,Promoció social
2013,41,Salut
2013,42,Educació
2013,43,Habitatge i urbanisme
2013,44,Consum
2013,45,Cultura
2013,46,Esports
2013,51,Infraestructures bàsiques i transports
2013,52,Transport
2013,53,Ordenació del territori i urbanisme
2013,54,"Recerca científica, tècnica i aplicada"
2013,55,Societat de la informació i el coneix. i telecom.
2013,56,Clicle de l'aigua
2013,57,Actuacions ambientals
2013,58,Infraestructures agràries i rurals
2013,59,Altres actuacions de caràcter econòmic
2013,71,"Agricultura, ramaderia i pesca"
2013,72,Indústria
2013,73,Energia
2013,75,Turisme
2013,76,Comerç
2013,81,Fons de contingència
2013,91,Suport financer administracions públiques territo
2013,011,Deute públic
2013,111,Alta direcció de la Comunitat Autònoma
2013,121,Serveis generals i funció pública
2013,126,Altres serveis generals
2013,131,Relacions institucionals
2013,132,Processos electorals
2013,141,Política econòmica i pressupostària
2013,151,"Transparència, comunicació i participació"
2013,211,Actuacions en matèria de justícia
2013,222,Seguretat i ordre públic
2013,223,Protecció civil
2013,231,Relacions exteriors
2013,232,Cooperació internacional
2013,313,Serveis socials
2013,314,Pensions i altres prestacions econòmiques
2013,322,Promoció de l'ocupació
2013,323,Promoció sociocultural
2013,324,Relacions laborals
2013,411,Administració general de salut
2013,413,Accions públiques relatives a la salut
2013,421,Administració general d'educació
2013,422,Ensenyament
2013,423,Promoció educativa
2013,431,Habitatge
2013,441,"Ordenació, control i informació sobre el consum"
2013,451,Administració general de cultura
2013,455,Promoció cultural
2013,461,Esports
2013,511,Administració general infraestr.bàsiques i transp.
2013,521,Transport terrestre
2013,522,Transport marítim i aeri
2013,531,Ordenació del territori
2013,541,Recerca i documentació científica
2013,542,Recerca tècnica i aplicada
2013,551,Societat de la informació i el coneix. i telecom.
2013,561,Recursos hidràulics
2013,562,Sanejament i abastament d'aigües
2013,571,Protecció i conservació del medi natural
2013,572,Prevenció i control ambiental
2013,581,Infraestructures per al desenvolupament rural
2013,591,Cartografia i estadística
2013,711,"Administració general agricultura,ramaderia,pesca"
2013,714,Ordenació de les produccions i reg.mercats agraris
2013,718,Proteció dels recursos pesquers i reforma estruct.
2013,721,Administració general d'indústria
2013,722,Actuacions administratives sobre les indústries
2013,723,Reconversió i modernització del sector industrial
2013,731,Planificació i producció energètica
2013,751,Ordenació i promoció turística
2013,761,Comerç
2013,811,Fons de contingència
2013,912,Suport financer a corporacions locals
2013,011A,Amortització i despeses financeres de deute públic
2013,111A,Activitat legislativa
2013,111B,Control extern de les administracions
2013,111C,Assessorament consultiu institucional
2013,111D,"Assessorament matèria social, econòmica i laboral"
2013,111E,Control patrimonial dels alts càrrecs
2013,111F,Control del mitjans de comunicació audiovisual
2013,121A,Serveis generals de la Presidència del Govern
2013,121B,Direcció i serv.grals. de la C.de Presidència
2013,121C,Coordinació de programes de Govern
2013,121G,Formació i selecció del personal
2013,121H,Gestió de recursos humans
2013,121I,Salut i prevenció de riscs laborals a l'Administr.
2013,126B,Publicacions i Butlletí Oficial Illes Balears
2013,126E,Serveis de l'advocacia i coordin. serveis jurídics
2013,126F,Serveis comuns generals
2013,126H,"Assessorament, estudi, recerca i difusió normativa"
2013,126I,Gestió del parc mòbil
2013,126J,Gestió de la central de contractació
2013,126K,Gestió de la Junta Consultiva de Contractació
2013,126L,Serveis comuns tecnològics
2013,126M,Contractació centralitzada
2013,131A,Relacions amb el Parlament
